,index,name,type,start_time,duration,mosi,miso,~miso,decoded,meaning,CB1,CB1_bin,BED,BED_bin
846,2539,SPI,result,9.585988,0.00084864,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
847,2542,SPI,result,9.58712144,0.0008488,0x87,0x0F,0xF0,EOM,,,,,
848,2545,SPI,result,9.58825504,0.0008488,0x47,0x42,0xBD,BED,???,,,0xBD,10111101
849,2548,SPI,result,9.58938864,0.00084864,0xBD,0xB8,0x47,ACK,,,,,
850,2551,SPI,result,9.59052224,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
851,2554,SPI,result,9.59165568,0.0008488,0x87,0xF8,0x07,EOM,,,,,
852,2557,SPI,result,9.6893688,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
853,2560,SPI,result,9.69050224,0.0008488,0x01,0xB8,0x47,ACK,,,,,
854,2563,SPI,result,9.69163584,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
855,2566,SPI,result,9.69276944,0.00084864,0x87,0x74,0x8B,EOM,,,,,
856,2569,SPI,result,9.79059568,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
857,2572,SPI,result,9.79172928,0.00084864,0x01,0xB8,0x47,ACK,,,,,
858,2575,SPI,result,9.79286272,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
859,2578,SPI,result,9.79399632,0.0008488,0x87,0x74,0x8B,EOM,,,,,
860,2581,SPI,result,9.8917096,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
861,2584,SPI,result,9.8928432,0.0008488,0x01,0xB8,0x47,ACK,,,,,
862,2587,SPI,result,9.8939768,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
863,2590,SPI,result,9.8951104,0.00084864,0x87,0x74,0x8B,EOM,,,,,
864,2593,SPI,result,9.99282368,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
865,2596,SPI,result,9.99509072,0.0008488,0x01,0xB8,0x47,ACK,,,,,
866,2599,SPI,result,9.99622432,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
867,2602,SPI,result,9.99735792,0.00084864,0x87,0x74,0x8B,EOM,,,,,
868,2605,SPI,result,10.09507104,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
869,2608,SPI,result,10.09643136,0.0008488,0x01,0xB8,0x47,ACK,,,,,
870,2611,SPI,result,10.09756496,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
871,2614,SPI,result,10.09869856,0.00084864,0x87,0x74,0x8B,EOM,,,,,
872,2617,SPI,result,10.16455856,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
873,2620,SPI,result,10.16569216,0.0008488,0x01,0xB8,0x47,ACK,,,,,
874,2623,SPI,result,10.16682576,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
875,2626,SPI,result,10.16795936,0.00084864,0x87,0x74,0x8B,EOM,,,,,
876,2629,SPI,result,10.16920624,0.00084864,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
877,2632,SPI,result,10.17033984,0.00084864,0x8D,0xB8,0x47,ACK,,,,,
878,2635,SPI,result,10.17158672,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
879,2638,SPI,result,10.17272032,0.00084864,0x87,0xF8,0x07,EOM,,,,,
880,2641,SPI,result,10.2704336,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
881,2644,SPI,result,10.27156704,0.0008488,0x01,0xB8,0x47,ACK,,,,,
882,2647,SPI,result,10.27270064,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
883,2650,SPI,result,10.2748544,0.0008488,0x87,0x74,0x8B,EOM,,,,,
884,2653,SPI,result,10.3724544,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
885,2656,SPI,result,10.373588,0.00084864,0x01,0xB8,0x47,ACK,,,,,
886,2659,SPI,result,10.37472144,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
887,2662,SPI,result,10.37585504,0.0008488,0x87,0x74,0x8B,EOM,,,,,
888,2665,SPI,result,10.47458864,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
889,2668,SPI,result,10.47572208,0.0008488,0x01,0xB8,0x47,ACK,,,,,
890,2671,SPI,result,10.47685568,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
891,2674,SPI,result,10.47798928,0.0008488,0x87,0x74,0x8B,EOM,,,,,
892,2677,SPI,result,10.57570256,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
893,2680,SPI,result,10.57683616,0.00084864,0x01,0xB8,0x47,ACK,,,,,
894,2683,SPI,result,10.57796976,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
895,2686,SPI,result,10.5791032,0.0008488,0x87,0x74,0x8B,EOM,,,,,
896,2689,SPI,result,10.67681648,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
897,2692,SPI,result,10.67795008,0.00084864,0x01,0xB8,0x47,ACK,,,,,
898,2695,SPI,result,10.67908352,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
899,2698,SPI,result,10.68021712,0.0008488,0x87,0x74,0x8B,EOM,,,,,
900,2701,SPI,result,10.7779304,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
901,2704,SPI,result,10.779064,0.0008488,0x01,0xB8,0x47,ACK,,,,,
902,2707,SPI,result,10.7801976,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
903,2710,SPI,result,10.7813312,0.00084864,0x87,0x74,0x8B,EOM,,,,,
904,2713,SPI,result,10.876664,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
905,2716,SPI,result,10.87779744,0.0008488,0x01,0xB8,0x47,ACK,,,,,
906,2719,SPI,result,10.87893104,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
907,2722,SPI,result,10.88006464,0.0008488,0x87,0x74,0x8B,EOM,,,,,
908,2725,SPI,result,10.88131152,0.0008488,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
909,2728,SPI,result,10.88244512,0.0008488,0x0D,0xB8,0x47,ACK,,,,,
910,2731,SPI,result,10.88357872,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
911,2734,SPI,result,10.88471232,0.00084864,0x87,0xF8,0x07,EOM,,,,,
912,2737,SPI,result,10.88584576,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
913,2740,SPI,result,10.88697936,0.0008488,0x01,0xB8,0x47,ACK,,,,,
914,2743,SPI,result,10.88811296,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
915,2746,SPI,result,10.88924656,0.00084864,0x87,0x94,0x6B,EOM,,,,,
916,2749,SPI,result,10.89049344,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
917,2752,SPI,result,10.89162704,0.00084864,0x01,0xB8,0x47,ACK,,,,,
918,2755,SPI,result,10.89276048,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
919,2758,SPI,result,10.89389408,0.0008488,0x87,0x94,0x6B,EOM,,,,,
920,2761,SPI,result,10.8955944,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
921,2764,SPI,result,10.896728,0.0008488,0x01,0xB8,0x47,ACK,,,,,
922,2767,SPI,result,10.8978616,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
923,2770,SPI,result,10.8989952,0.00084864,0x87,0x94,0x6B,EOM,,,,,
924,2773,SPI,result,10.90024208,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
925,2776,SPI,result,10.90137568,0.00084864,0x01,0xB8,0x47,ACK,,,,,
926,2779,SPI,result,10.90250928,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
927,2782,SPI,result,10.90364272,0.0008488,0x87,0x94,0x6B,EOM,,,,,
928,2785,SPI,result,10.90488976,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
929,2788,SPI,result,10.9060232,0.0008488,0x01,0xB8,0x47,ACK,,,,,
930,2791,SPI,result,10.9071568,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
931,2794,SPI,result,10.9082904,0.00084864,0x87,0x94,0x6B,EOM,,,,,
932,2797,SPI,result,10.90953728,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
933,2800,SPI,result,10.91067088,0.00084864,0x01,0xB8,0x47,ACK,,,,,
934,2803,SPI,result,10.91259792,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
935,2806,SPI,result,10.91373152,0.00084864,0x87,0x94,0x6B,EOM,,,,,
936,2809,SPI,result,10.9149784,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
937,2812,SPI,result,10.916112,0.00084864,0x01,0xB8,0x47,ACK,,,,,
938,2815,SPI,result,10.91724544,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
939,2818,SPI,result,10.91837904,0.0008488,0x87,0x94,0x6B,EOM,,,,,
940,2821,SPI,result,10.91962592,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
941,2824,SPI,result,10.92075952,0.0008488,0x01,0xB8,0x47,ACK,,,,,
942,2827,SPI,result,10.92189312,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
943,2830,SPI,result,10.92302672,0.00084864,0x87,0x94,0x6B,EOM,,,,,
944,2833,SPI,result,10.9242736,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
945,2836,SPI,result,10.9254072,0.00084864,0x01,0xB8,0x47,ACK,,,,,
946,2839,SPI,result,10.92654064,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
947,2842,SPI,result,10.92846768,0.0008488,0x87,0x94,0x6B,EOM,,,,,
948,2845,SPI,result,10.92971472,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
949,2848,SPI,result,10.93084816,0.0008488,0x01,0xB8,0x47,ACK,,,,,
950,2851,SPI,result,10.93198176,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
951,2854,SPI,result,10.93311536,0.0008488,0x87,0x74,0x8B,EOM,,,,,
952,2857,SPI,result,10.93436224,0.0008488,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
953,2860,SPI,result,10.93549584,0.0008488,0x85,0xB8,0x47,ACK,,,,,
954,2863,SPI,result,10.93685616,0.00084864,0x00,0xB8,0x47,PATTERN DATA,,,,,
955,2866,SPI,result,10.93810304,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
956,2869,SPI,result,10.93934992,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
957,2872,SPI,result,10.9405968,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
958,2875,SPI,result,10.94184384,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
959,2878,SPI,result,10.943204,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
960,2881,SPI,result,10.94445104,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
961,2884,SPI,result,10.94569792,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
962,2887,SPI,result,10.9469448,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
963,2890,SPI,result,10.94819168,0.0008488,0x40,0xFF,0x00,PATTERN DATA,,,,,
964,2893,SPI,result,10.94943872,0.00084864,0x00,0xBF,0x40,PATTERN DATA,,,,,
965,2896,SPI,result,10.9506856,0.00084864,0x08,0xFF,0x00,PATTERN DATA,,,,,
966,2899,SPI,result,10.95193248,0.0008488,0x00,0xF7,0x08,PATTERN DATA,,,,,
967,2902,SPI,result,10.95317936,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
968,2905,SPI,result,10.9544264,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
969,2908,SPI,result,10.95669344,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
970,2911,SPI,result,10.95794032,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
971,2914,SPI,result,10.95918736,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
972,2917,SPI,result,10.96043424,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
973,2920,SPI,result,10.96168112,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
974,2923,SPI,result,10.962928,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
975,2926,SPI,result,10.96417488,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
976,2929,SPI,result,10.96542192,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
977,2932,SPI,result,10.9666688,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
978,2935,SPI,result,10.96791568,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
979,2938,SPI,result,10.96938928,0.0008488,0x87,0xFF,0x00,EOM,,,,,
980,2941,SPI,result,10.97052288,0.0008488,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
981,2944,SPI,result,10.97165648,0.00084864,0x89,0xB8,0x47,ACK,,,,,
982,2947,SPI,result,10.97279008,0.00084864,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
983,2950,SPI,result,10.97392352,0.0008488,0x87,0x0F,0xF0,EOM,,,,,
984,2953,SPI,result,10.97505712,0.0008488,0x47,0x82,0x7D,BED,???,,,0x7D,01111101
985,2956,SPI,result,10.97619072,0.00084864,0x7D,0xB8,0x47,ACK,,,,,
986,2959,SPI,result,10.97732432,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
987,2962,SPI,result,10.97845776,0.0008488,0x87,0xF8,0x07,EOM,,,,,
988,2965,SPI,result,11.07617088,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
989,2968,SPI,result,11.07730432,0.0008488,0x01,0xB8,0x47,ACK,,,,,
990,2971,SPI,result,11.07900464,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
991,2974,SPI,result,11.08013824,0.0008488,0x87,0x74,0x8B,EOM,,,,,
992,2977,SPI,result,11.1778512,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
993,2980,SPI,result,11.17898464,0.0008488,0x01,0xB8,0x47,ACK,,,,,
994,2983,SPI,result,11.18113856,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
995,2986,SPI,result,11.182272,0.0008488,0x87,0x74,0x8B,EOM,,,,,
996,2989,SPI,result,11.280552,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
997,2992,SPI,result,11.2816856,0.00084864,0x01,0xB8,0x47,ACK,,,,,
998,2995,SPI,result,11.2828192,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
999,2998,SPI,result,11.28395264,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1000,3001,SPI,result,11.38166608,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1001,3004,SPI,result,11.38279952,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1002,3007,SPI,result,11.38393312,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1003,3010,SPI,result,11.38506672,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1004,3013,SPI,result,11.48278,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1005,3016,SPI,result,11.4839136,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1006,3019,SPI,result,11.48504704,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1007,3022,SPI,result,11.48618064,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1008,3025,SPI,result,11.56054256,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1009,3028,SPI,result,11.56167616,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1010,3031,SPI,result,11.5628096,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1011,3034,SPI,result,11.5639432,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1012,3037,SPI,result,11.56519024,0.00084864,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
1013,3040,SPI,result,11.56632368,0.0008488,0x8D,0xB8,0x47,ACK,,,,,
1014,3043,SPI,result,11.56847744,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
1015,3046,SPI,result,11.56961104,0.0008488,0x87,0xF8,0x07,EOM,,,,,
1016,3049,SPI,result,11.66732432,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1017,3052,SPI,result,11.66845792,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1018,3055,SPI,result,11.66959152,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1019,3058,SPI,result,11.67072496,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1020,3061,SPI,result,11.76843824,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1021,3064,SPI,result,11.76957168,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1022,3067,SPI,result,11.77183888,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1023,3070,SPI,result,11.77297248,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1024,3073,SPI,result,11.87170592,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1025,3076,SPI,result,11.87283952,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1026,3079,SPI,result,11.87397312,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1027,3082,SPI,result,11.87510656,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1028,3085,SPI,result,11.97282,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1029,3088,SPI,result,11.97395344,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1030,3091,SPI,result,11.97508704,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1031,3094,SPI,result,11.97622064,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1032,3097,SPI,result,12.07393392,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1033,3100,SPI,result,12.07506752,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1034,3103,SPI,result,12.07620112,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1035,3106,SPI,result,12.07733456,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1036,3109,SPI,result,12.17504784,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1037,3112,SPI,result,12.17618144,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1038,3115,SPI,result,12.17731504,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1039,3118,SPI,result,12.17844864,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1040,3121,SPI,result,12.27616176,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1041,3124,SPI,result,12.27729536,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1042,3127,SPI,result,12.27842896,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1043,3130,SPI,result,12.2795624,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1044,3133,SPI,result,12.37727584,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1045,3136,SPI,result,12.37840928,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1046,3139,SPI,result,12.37954288,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1047,3142,SPI,result,12.38067648,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1048,3145,SPI,result,12.45356464,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1049,3148,SPI,result,12.45469824,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1050,3151,SPI,result,12.45583184,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1051,3154,SPI,result,12.45696544,0.00084864,0x87,0x74,0x8B,EOM,,,,,
1052,3157,SPI,result,12.45821232,0.00084864,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
1053,3160,SPI,result,12.45934592,0.00084864,0x0D,0xB8,0x47,ACK,,,,,
1054,3163,SPI,result,12.46047936,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
1055,3166,SPI,result,12.46161296,0.0008488,0x87,0xF8,0x07,EOM,,,,,
1056,3169,SPI,result,12.46274656,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1057,3172,SPI,result,12.46388016,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1058,3175,SPI,result,12.4650136,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1059,3178,SPI,result,12.46716752,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1060,3181,SPI,result,12.4684144,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1061,3184,SPI,result,12.469548,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1062,3187,SPI,result,12.47068144,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1063,3190,SPI,result,12.47181504,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1064,3193,SPI,result,12.47306192,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1065,3196,SPI,result,12.47419552,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1066,3199,SPI,result,12.47532912,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1067,3202,SPI,result,12.47646272,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1068,3205,SPI,result,12.4777096,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1069,3208,SPI,result,12.4788432,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1070,3211,SPI,result,12.48054352,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1071,3214,SPI,result,12.48167712,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1072,3217,SPI,result,12.482924,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1073,3220,SPI,result,12.4840576,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1074,3223,SPI,result,12.48519104,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1075,3226,SPI,result,12.48632464,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1076,3229,SPI,result,12.48757168,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1077,3232,SPI,result,12.48870512,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1078,3235,SPI,result,12.48983872,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1079,3238,SPI,result,12.49097232,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1080,3241,SPI,result,12.49323936,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1081,3244,SPI,result,12.49437296,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1082,3247,SPI,result,12.49550656,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1083,3250,SPI,result,12.49664016,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1084,3253,SPI,result,12.49788704,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1085,3256,SPI,result,12.49902064,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1086,3259,SPI,result,12.50015424,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1087,3262,SPI,result,12.50128768,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1088,3265,SPI,result,12.502648,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1089,3268,SPI,result,12.50468848,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1090,3271,SPI,result,12.50582192,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1091,3274,SPI,result,12.50695552,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1092,3277,SPI,result,12.5082024,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1093,3280,SPI,result,12.509336,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1094,3283,SPI,result,12.5104696,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1095,3286,SPI,result,12.5116032,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1096,3289,SPI,result,12.51285008,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1097,3292,SPI,result,12.51398368,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1098,3295,SPI,result,12.515684,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1099,3298,SPI,result,12.51681744,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1100,3301,SPI,result,12.51806448,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1101,3304,SPI,result,12.51919792,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1102,3307,SPI,result,12.52033152,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1103,3310,SPI,result,12.52146512,0.0008488,0x87,0x94,0x6B,EOM,,,,,
1104,3313,SPI,result,12.522712,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1105,3316,SPI,result,12.5238456,0.0008488,0x01,0xB8,0x47,ACK,,,,,
1106,3319,SPI,result,12.5249792,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
1107,3322,SPI,result,12.52667952,0.00084864,0x87,0x94,0x6B,EOM,,,,,
1108,3325,SPI,result,12.5279264,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1109,3328,SPI,result,12.52906,0.00084864,0x01,0xB8,0x47,ACK,,,,,
1110,3331,SPI,result,12.5301936,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
1111,3334,SPI,result,12.53132704,0.0008488,0x87,0x74,0x8B,EOM,,,,,
1112,3337,SPI,result,12.53257408,0.00084864,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
1113,3340,SPI,result,12.53370752,0.0008488,0x85,0xB8,0x47,ACK,,,,,
1114,3343,SPI,result,12.53506784,0.0008488,0x00,0xB8,0x47,PATTERN DATA,,,,,
1115,3346,SPI,result,12.53631472,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
1116,3349,SPI,result,12.5380152,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
1117,3352,SPI,result,12.53926208,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
1118,3355,SPI,result,12.54050896,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
1119,3358,SPI,result,12.54175584,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
1120,3361,SPI,result,12.54300272,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
1121,3364,SPI,result,12.54424976,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
1122,3367,SPI,result,12.54549664,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
1123,3370,SPI,result,12.54674352,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
